#1.Gene_Id	2.Gene_name	3.Chromosome_and_genomic_position	4.Strand	5.Event_type	6.Variable_part_length	7.Frameshift_?	8.CDS_?	9.Gene_biotype	10.number_of_known_splice_sites/number_of_SNPs	11.genomic_blocs_size_(upper_path)	12.genomic_position_of_each_splice_site_(upper_path)/of_each_SNP	13.paralogs_?	14.Complex_event_?	15.snp_in_variable_region	16.Event_name	17.genomic_blocs_size_(lower_path)	18.genomic_position_of_each_splice_site_(lower_path)	19.Psi_for_each_replicate	20.Read_coverage(upper_path)	21.Read_coverage(lower_path)	22.Canonical_sites?
ENSG00000099984.11,ENSG00000133433.10	GSTT2,GSTT2B	multiple	+,-	-	109	False	False	polymorphic_pseudogene,protein_coding	NA	41,109,41	NA	other_repeats	-	NA	bcc_135201|Cycle_450581	41,41	NA	psi1+2:0.08,psi3+4:0.12,psi5+6:0.09,psi7+8:0.11	AS1_14|SB1_13|S1_21|ASSB1_0|AS2_35|SB2_10|S2_58|ASSB2_0|AS3_11|SB3_5|S3_19|ASSB3_0|AS4_31|SB4_7|S4_39|ASSB4_0|AS5_2|SB5_2|S5_12|ASSB5_0|AS6_5|SB6_4|S6_10|ASSB6_0|AS7_6|SB7_6|S7_14|ASSB7_0|AS8_11|SB8_4|S8_12|ASSB8_0	AB1_539|AB2_210|AB3_278|AB4_114|AB5_95|AB6_61|AB7_97|AB8_92	-
ENSG00000160285.14	LSS	21:46195717-46205876	-	ES	66	True	True	protein_coding	all_splice_sites_known_(4_ss)	40,66,41	46195756,46196202,46196267,46205836	regular	0	False	bcc_135201|Cycle_420794	40,41	46195756,46205836	psi1+2:0.94,psi3+4:0.97,psi5+6:0.94,psi7+8:NaN	AS1_87|SB1_114|S1_0|ASSB1_1|AS2_301|SB2_211|S2_0|ASSB2_11|AS3_65|SB3_98|S3_0|ASSB3_0|AS4_128|SB4_144|S4_0|ASSB4_0|AS5_35|SB5_17|S5_0|ASSB5_0|AS6_87|SB6_41|S6_0|ASSB6_6|AS7_31|SB7_39|S7_0|ASSB7_0|AS8_78|SB8_47|S8_0|ASSB8_2	AB1_9|AB2_15|AB3_4|AB4_4|AB5_2|AB6_4|AB7_3|AB8_1	-
ENSG00000067064.11	IDI1	10:1043355-1048904	-	ES	173	False	True	protein_coding	all_splice_sites_known_(4_ss)	39,173,41	1043393,1043999,1044171,1048864	regular	0	False	bcc_135201|Cycle_321543	39,41	1043393,1048864	psi1+2:0.92,psi3+4:0.9,psi5+6:0.95,psi7+8:0.95	AS1_27|SB1_408|S1_90|ASSB1_0|AS2_423|SB2_65|S2_95|ASSB2_0|AS3_20|SB3_153|S3_64|ASSB3_0|AS4_222|SB4_62|S4_84|ASSB4_0|AS5_4|SB5_109|S5_413|ASSB5_0|AS6_196|SB6_63|S6_117|ASSB6_0|AS7_9|SB7_83|S7_327|ASSB7_0|AS8_235|SB8_46|S8_116|ASSB8_0	AB1_2|AB2_33|AB3_2|AB4_22|AB5_4|AB6_13|AB7_4|AB8_12	-
ENSG00000120925.15	RNF170	8:42861816-42870042	-	ES	74	False	True	protein_coding	all_splice_sites_known_(4_ss)	40,74,39	42861855,42865416,42865489,42870004	regular	0	False	bcc_135201|Cycle_223942	40,39	42861855,42870004	psi1+2:0.88,psi3+4:0.87,psi5+6:0.86,psi7+8:0.9	AS1_93|SB1_72|S1_8|ASSB1_0|AS2_39|SB2_81|S2_4|ASSB2_0|AS3_101|SB3_76|S3_10|ASSB3_0|AS4_40|SB4_99|S4_3|ASSB4_0|AS5_91|SB5_149|S5_11|ASSB5_0|AS6_85|SB6_89|S6_5|ASSB6_0|AS7_125|SB7_169|S7_9|ASSB7_0|AS8_56|SB8_88|S8_4|ASSB8_0	AB1_8|AB2_14|AB3_18|AB4_8|AB5_12|AB6_27|AB7_21|AB8_8	-
ENSG00000040199.18	PHLPP2	16:71681868-71690559	-	ES	126	True	True	protein_coding	all_splice_sites_known_(4_ss)	38,126,41	71681905,71684476,71684601,71690519	regular	0	False	bcc_135201|Cycle_415549	38,41	71681905,71690519	psi1+2:0.84,psi3+4:0.87,psi5+6:0.85,psi7+8:0.91	AS1_30|SB1_43|S1_9|ASSB1_0|AS2_50|SB2_22|S2_15|ASSB2_0|AS3_29|SB3_29|S3_30|ASSB3_0|AS4_37|SB4_27|S4_19|ASSB4_0|AS5_16|SB5_16|S5_27|ASSB5_0|AS6_18|SB6_41|S6_33|ASSB6_0|AS7_22|SB7_35|S7_19|ASSB7_0|AS8_31|SB8_59|S8_37|ASSB8_0	AB1_12|AB2_1|AB3_8|AB4_3|AB5_5|AB6_6|AB7_4|AB8_4	-
ENSG00000143379.12	SETDB1	1:150942649-150943959	+	ES	202	False	True	protein_coding	all_splice_sites_known_(4_ss)	40,202,40	150942688,150942852,150943053,150943920	regular	0	False	bcc_135201|Cycle_98136	40,40	150942688,150943920	psi1+2:0.98,psi3+4:NaN,psi5+6:0.97,psi7+8:0.97	AS1_94|SB1_56|S1_155|ASSB1_0|AS2_60|SB2_103|S2_306|ASSB2_0|AS3_103|SB3_68|S3_183|ASSB3_0|AS4_83|SB4_117|S4_341|ASSB4_0|AS5_109|SB5_137|S5_171|ASSB5_0|AS6_94|SB6_303|S6_186|ASSB6_0|AS7_77|SB7_135|S7_185|ASSB7_0|AS8_83|SB8_193|S8_225|ASSB8_0	AB1_2|AB2_3|AB3_1|AB4_1|AB5_4|AB6_6|AB7_2|AB8_6	-
ENSG00000123552.17	USP45	6:99465096-99468577	-	ES	92	False	True	protein_coding	all_splice_sites_known_(4_ss)	41,92,41	99465136,99466672,99466763,99468537	regular	0	False	bcc_135201|Cycle_491532	41,41	99465136,99468537	psi1+2:NaN,psi3+4:NaN,psi5+6:0.85,psi7+8:0.74	AS1_7|SB1_3|S1_0|ASSB1_0|AS2_7|SB2_8|S2_5|ASSB2_0|AS3_3|SB3_5|S3_2|ASSB3_0|AS4_13|SB4_6|S4_2|ASSB4_0|AS5_18|SB5_5|S5_5|ASSB5_0|AS6_13|SB6_14|S6_0|ASSB6_0|AS7_7|SB7_2|S7_5|ASSB7_0|AS8_12|SB8_4|S8_4|ASSB8_0	AB1_0|AB2_0|AB3_1|AB4_0|AB5_3|AB6_2|AB7_1|AB8_5	-
ENSG00000097033.14	SH3GLB1	1:86724365-86734642	+	ES	87	True	True	protein_coding	all_splice_sites_known_(4_ss)	41,87,41	86724405,86728403,86728489,86734602	regular	0	False	bcc_135201|Cycle_249195	41,41	86724405,86734602	psi1+2:0.03,psi3+4:NaN,psi5+6:0.03,psi7+8:0.02	AS1_1|SB1_0|S1_1|ASSB1_0|AS2_6|SB2_2|S2_0|ASSB2_0|AS3_0|SB3_0|S3_1|ASSB3_0|AS4_1|SB4_3|S4_0|ASSB4_0|AS5_1|SB5_0|S5_0|ASSB5_0|AS6_6|SB6_2|S6_4|ASSB6_0|AS7_1|SB7_0|S7_0|ASSB7_0|AS8_4|SB8_4|S8_1|ASSB8_0	AB1_9|AB2_151|AB3_12|AB4_128|AB5_20|AB6_194|AB7_12|AB8_191	-
ENSG00000110344.9	UBE4A	11:118373645-118376612	+	ES	334	False	True	protein_coding	all_splice_sites_known_(4_ss)	41,334,39	118373685,118374896,118375229,118376574	regular	0	False	bcc_135201|Cycle_454911	41,39	118373685,118376574	psi1+2:0.91,psi3+4:NaN,psi5+6:NaN,psi7+8:0.93	AS1_14|SB1_18|S1_125|ASSB1_0|AS2_44|SB2_32|S2_88|ASSB2_0|AS3_23|SB3_10|S3_116|ASSB3_0|AS4_26|SB4_41|S4_99|ASSB4_0|AS5_35|SB5_39|S5_222|ASSB5_0|AS6_36|SB6_43|S6_184|ASSB6_0|AS7_23|SB7_39|S7_239|ASSB7_0|AS8_40|SB8_40|S8_208|ASSB8_0	AB1_2|AB2_5|AB3_0|AB4_4|AB5_2|AB6_2|AB7_5|AB8_5	-
ENSG00000170004.16	CHD3	17:7895110-7897123	+	ES	204	True	True	protein_coding	all_splice_sites_known_(4_ss)	41,204,41	7895150,7895339,7895542,7897083	regular	0	False	bcc_135201|Cycle_467818	41,41	7895150,7897083	psi1+2:0.96,psi3+4:0.93,psi5+6:0.93,psi7+8:0.89	AS1_35|SB1_168|S1_500|ASSB1_0|AS2_156|SB2_54|S2_187|ASSB2_0|AS3_33|SB3_144|S3_403|ASSB3_0|AS4_93|SB4_45|S4_201|ASSB4_0|AS5_37|SB5_101|S5_148|ASSB5_0|AS6_95|SB6_32|S6_61|ASSB6_0|AS7_55|SB7_97|S7_183|ASSB7_0|AS8_98|SB8_65|S8_53|ASSB8_0	AB1_8|AB2_5|AB3_9|AB4_11|AB5_10|AB6_1|AB7_12|AB8_8	-
ENSG00000066382.16	MPPED2	11:30495481-30570197	-	ES_altD	262	False	True	protein_coding	3_ss_annotated_(over_5_ss):30495521,30535994,30536175	41,182,120	30495521,30535994,30536175,30570078	regular	0	False	bcc_135201|Cycle_223355	41,40	30495521,30570158	psi1+2:NaN,psi3+4:NaN,psi5+6:0.99,psi7+8:0.98	AS1_0|SB1_0|S1_0|ASSB1_0|AS2_0|SB2_0|S2_2|ASSB2_0|AS3_0|SB3_0|S3_0|ASSB3_0|AS4_1|SB4_0|S4_0|ASSB4_0|AS5_182|SB5_14|S5_690|ASSB5_0|AS6_133|SB6_9|S6_348|ASSB6_0|AS7_173|SB7_16|S7_910|ASSB7_0|AS8_115|SB8_4|S8_302|ASSB8_0	AB1_0|AB2_0|AB3_0|AB4_0|AB5_2|AB6_3|AB7_8|AB8_0	-
ENSG00000174151.14	CYB561D1	1:109494247-109495181	+	ES	104	False	True	protein_coding	all_splice_sites_known_(4_ss)	41,104,39	109494287,109494520,109494623,109495143	regular	1	False	bcc_135201|Cycle_433392	41,39	109494287,109495143	psi1+2:NaN,psi3+4:NaN,psi5+6:0.32,psi7+8:0.22	AS1_20|SB1_8|S1_39|ASSB1_0|AS2_5|SB2_17|S2_11|ASSB2_0|AS3_13|SB3_0|S3_16|ASSB3_0|AS4_5|SB4_9|S4_10|ASSB4_0|AS5_5|SB5_6|S5_3|ASSB5_0|AS6_2|SB6_4|S6_9|ASSB6_0|AS7_5|SB7_6|S7_2|ASSB7_0|AS8_6|SB8_8|S8_6|ASSB8_0	AB1_1|AB2_2|AB3_0|AB4_1|AB5_21|AB6_8|AB7_50|AB8_5	-
ENSG00000224078.13	SNHG14	15:25093934-25097360	+	ES	202	False	False	processed_transcript	all_splice_sites_known_(4_ss)	41,202,40	25093974,25095627,25095828,25097321	regular	0	False	bcc_135201|Cycle_433782	41,40	25093974,25097321	psi1+2:NaN,psi3+4:0.95,psi5+6:NaN,psi7+8:NaN	AS1_49|SB1_34|S1_142|ASSB1_0|AS2_42|SB2_26|S2_62|ASSB2_0|AS3_79|SB3_46|S3_144|ASSB3_0|AS4_46|SB4_61|S4_67|ASSB4_0|AS5_44|SB5_15|S5_55|ASSB5_0|AS6_12|SB6_28|S6_68|ASSB6_0|AS7_37|SB7_9|S7_27|ASSB7_0|AS8_8|SB8_18|S8_60|ASSB8_0	AB1_2|AB2_2|AB3_5|AB4_3|AB5_4|AB6_0|AB7_0|AB8_1	-
ENSG00000156171.14	DRAM2	1:111137547-111140077	-	ES	79	False	False	protein_coding	all_splice_sites_known_(4_ss)	40,79,40	111137586,111139588,111139666,111140038	regular	0	False	bcc_135201|Cycle_149982	40,40	111137586,111140038	psi1+2:0.21,psi3+4:0.21,psi5+6:0.37,psi7+8:0.49	AS1_0|SB1_6|S1_6|ASSB1_0|AS2_32|SB2_6|S2_3|ASSB2_0|AS3_1|SB3_1|S3_1|ASSB3_0|AS4_36|SB4_3|S4_5|ASSB4_0|AS5_4|SB5_22|S5_1|ASSB5_0|AS6_60|SB6_14|S6_14|ASSB6_0|AS7_8|SB7_39|S7_8|ASSB7_0|AS8_77|SB8_12|S8_8|ASSB8_0	AB1_3|AB2_105|AB3_0|AB4_97|AB5_4|AB6_103|AB7_8|AB8_77	-
ENSG00000101104.12	PABPC1L	20:44930687-44933095	+	ES	372	True	True	protein_coding	all_splice_sites_known_(4_ss)	40,372,39	44930726,44932342,44932713,44933057	regular	0	False	bcc_135201|Cycle_211627	40,39	44930726,44933057	psi1+2:0.97,psi3+4:0.96,psi5+6:0.97,psi7+8:0.93	AS1_32|SB1_34|S1_1615|ASSB1_0|AS2_24|SB2_20|S2_1342|ASSB2_0|AS3_13|SB3_17|S3_1684|ASSB3_0|AS4_26|SB4_18|S4_1413|ASSB4_0|AS5_20|SB5_4|S5_1166|ASSB5_0|AS6_8|SB6_0|S6_836|ASSB6_0|AS7_18|SB7_8|S7_1789|ASSB7_0|AS8_18|SB8_7|S8_1161|ASSB8_0	AB1_8|AB2_11|AB3_15|AB4_9|AB5_7|AB6_6|AB7_32|AB8_11	-
ENSG00000146963.17	LUC7L2	7:139360283-139376102	+	ES	71	False	True	protein_coding	all_splice_sites_known_(4_ss)	40,71,41	139360322,139374401,139374471,139376062	regular	0	False	bcc_135201|Cycle_356752	40,41	139360322,139376062	psi1+2:0.05,psi3+4:0.09,psi5+6:0.1,psi7+8:0.07	AS1_2|SB1_3|S1_3|ASSB1_0|AS2_12|SB2_6|S2_0|ASSB2_0|AS3_3|SB3_3|S3_0|ASSB3_0|AS4_20|SB4_7|S4_0|ASSB4_0|AS5_5|SB5_4|S5_1|ASSB5_0|AS6_17|SB6_7|S6_4|ASSB6_0|AS7_4|SB7_9|S7_5|ASSB7_0|AS8_8|SB8_4|S8_3|ASSB8_0	AB1_39|AB2_230|AB3_16|AB4_171|AB5_19|AB6_178|AB7_48|AB8_185	-
ENSG00000135968.20	GCC2	2:108486609-108489875	+	ES	122	False	True	protein_coding	all_splice_sites_known_(4_ss)	40,122,38	108486648,108487699,108487820,108489838	regular	0	False	bcc_135201|Cycle_359939	40,38	108486648,108489838	psi1+2:0.96,psi3+4:NaN,psi5+6:0.97,psi7+8:0.95	AS1_49|SB1_104|S1_50|ASSB1_0|AS2_27|SB2_42|S2_43|ASSB2_0|AS3_48|SB3_65|S3_39|ASSB3_0|AS4_31|SB4_35|S4_30|ASSB4_0|AS5_92|SB5_82|S5_87|ASSB5_0|AS6_80|SB6_74|S6_35|ASSB6_0|AS7_126|SB7_21|S7_58|ASSB7_0|AS8_34|SB8_41|S8_15|ASSB8_0	AB1_4|AB2_1|AB3_0|AB4_3|AB5_4|AB6_1|AB7_4|AB8_2	-
ENSG00000174151.14	CYB561D1	1:109494247-109495180	+	ES	104	False	True	protein_coding	all_splice_sites_known_(4_ss)	41,104,38	109494287,109494520,109494623,109495143	regular	1	False	bcc_135201|Cycle_433391	41,38	109494287,109495143	psi1+2:NaN,psi3+4:NaN,psi5+6:0.32,psi7+8:0.24	AS1_8|SB1_23|S1_39|ASSB1_0|AS2_17|SB2_5|S2_11|ASSB2_0|AS3_0|SB3_13|S3_16|ASSB3_0|AS4_9|SB4_4|S4_10|ASSB4_0|AS5_6|SB5_5|S5_3|ASSB5_0|AS6_4|SB6_4|S6_9|ASSB6_0|AS7_6|SB7_7|S7_2|ASSB7_0|AS8_8|SB8_8|S8_6|ASSB8_0	AB1_3|AB2_0|AB3_0|AB4_1|AB5_28|AB6_3|AB7_48|AB8_7	-
ENSG00000070061.14	IKBKAP	9:108917630-108922882	-	ES	539	False	True	protein_coding	3_ss_annotated_(over_4_ss):108917670,108919349,108922842	41,539,41	108917670,108918811,108919349,108922842	regular	0	False	bcc_135201|Cycle_308336	41,41	108917670,108922842	psi1+2:0.86,psi3+4:0.87,psi5+6:0.87,psi7+8:0.88	AS1_136|SB1_148|S1_100|ASSB1_0|AS2_158|SB2_63|S2_62|ASSB2_0|AS3_149|SB3_97|S3_103|ASSB3_0|AS4_94|SB4_51|S4_89|ASSB4_0|AS5_106|SB5_55|S5_106|ASSB5_0|AS6_54|SB6_23|S6_86|ASSB6_0|AS7_121|SB7_53|S7_70|ASSB7_0|AS8_61|SB8_34|S8_67|ASSB8_0	AB1_12|AB2_4|AB3_6|AB4_7|AB5_7|AB6_2|AB7_3|AB8_5	-
ENSG00000151208.16	DLG5	10:77819980-77824423	-	ES	1020	True	True	protein_coding	all_splice_sites_known_(4_ss)	39,1020,40	77820018,77821082,77822101,77824384	regular	0	False	bcc_135201|Cycle_170285	39,40	77820018,77824384	psi1+2:0.97,psi3+4:0.75,psi5+6:0.84,psi7+8:0.83	AS1_15|SB1_141|S1_862|ASSB1_0|AS2_23|SB2_25|S2_913|ASSB2_0|AS3_8|SB3_50|S3_302|ASSB3_0|AS4_8|SB4_12|S4_276|ASSB4_0|AS5_45|SB5_46|S5_564|ASSB5_0|AS6_49|SB6_59|S6_481|ASSB6_0|AS7_68|SB7_83|S7_889|ASSB7_0|AS8_99|SB8_62|S8_767|ASSB8_0	AB1_3|AB2_2|AB3_17|AB4_1|AB5_9|AB6_11|AB7_11|AB8_21	-
ENSG00000157045.8	NTAN1	16:15044369-15047481	-	ES_altD	182	False	False	protein_coding	3_ss_annotated_(over_5_ss):15044407,15047418,15047442	39,158,64	15044407,15046357,15046514,15047418	regular	0	False	bcc_135201|Cycle_249175	39,40	15044407,15047442	psi1+2:0.04,psi3+4:0.05,psi5+6:0.03,psi7+8:0.04	AS1_3|SB1_19|S1_9|ASSB1_0|AS2_9|SB2_16|S2_13|ASSB2_0|AS3_5|SB3_10|S3_27|ASSB3_0|AS4_8|SB4_7|S4_11|ASSB4_0|AS5_13|SB5_5|S5_5|ASSB5_0|AS6_17|SB6_0|S6_8|ASSB6_0|AS7_18|SB7_7|S7_15|ASSB7_0|AS8_18|SB8_6|S8_12|ASSB8_0	AB1_313|AB2_304|AB3_187|AB4_268|AB5_367|AB6_230|AB7_355|AB8_225	-
ENSG00000008282.8	SYPL1	7:106091900-106092987	-	ES	106	False	True	protein_coding	all_splice_sites_known_(4_ss)	40,106,39	106091939,106092564,106092669,106092949	regular	0	False	bcc_135201|Cycle_306435	40,39	106091939,106092949	psi1+2:0.06,psi3+4:0.04,psi5+6:0.07,psi7+8:0.06	AS1_21|SB1_16|S1_20|ASSB1_0|AS2_3|SB2_43|S2_1|ASSB2_0|AS3_13|SB3_36|S3_9|ASSB3_0|AS4_3|SB4_12|S4_5|ASSB4_0|AS5_3|SB5_12|S5_19|ASSB5_0|AS6_1|SB6_13|S6_12|ASSB6_0|AS7_6|SB7_12|S7_6|ASSB7_0|AS8_0|SB8_10|S8_16|ASSB8_0	AB1_496|AB2_253|AB3_555|AB4_267|AB5_249|AB6_121|AB7_204|AB8_176	-
ENSG00000171204.12	TMEM126B	11:85628649-85634126	+	ES	122	False	True	protein_coding	all_splice_sites_known_(4_ss)	40,122,41	85628688,85631687,85631808,85634086	regular	0	False	bcc_135201|Cycle_467936	40,41	85628688,85634086	psi1+2:0.96,psi3+4:0.95,psi5+6:0.96,psi7+8:NaN	AS1_166|SB1_2|S1_32|ASSB1_0|AS2_65|SB2_60|S2_38|ASSB2_0|AS3_88|SB3_2|S3_52|ASSB3_0|AS4_84|SB4_64|S4_48|ASSB4_0|AS5_53|SB5_3|S5_131|ASSB5_0|AS6_102|SB6_46|S6_40|ASSB6_0|AS7_29|SB7_13|S7_176|ASSB7_0|AS8_81|SB8_24|S8_36|ASSB8_0	AB1_0|AB2_6|AB3_0|AB4_8|AB5_0|AB6_6|AB7_1|AB8_2	-
ENSG00000180573.9	HIST1H2AC	6:26124709-26138092	+	ES	64	False	False	protein_coding	2_ss_annotated_(over_4_ss):26124749,26138054	41,64,39	26124749,26127698,26127761,26138054	regular	0	False	bcc_135201|Cycle_304438	41,39	26124749,26138054	psi1+2:0.57,psi3+4:0.54,psi5+6:0.53,psi7+8:0.57	AS1_89|SB1_89|S1_0|ASSB1_13|AS2_36|SB2_86|S2_0|ASSB2_2|AS3_99|SB3_109|S3_0|ASSB3_7|AS4_45|SB4_84|S4_0|ASSB4_1|AS5_26|SB5_19|S5_0|ASSB5_1|AS6_46|SB6_31|S6_0|ASSB6_5|AS7_39|SB7_27|S7_0|ASSB7_1|AS8_56|SB8_27|S8_0|ASSB8_0	AB1_82|AB2_44|AB3_126|AB4_36|AB5_11|AB6_49|AB7_20|AB8_46	-
ENSG00000176261.15	ZBTB8OS	1:32634070-32650442	-	ES	91	False	True	protein_coding	all_splice_sites_known_(4_ss)	41,91,41	32634110,32634702,32634792,32650402	regular	0	False	bcc_135201|Cycle_156509	41,41	32634110,32650402	psi1+2:NaN,psi3+4:NaN,psi5+6:0.63,psi7+8:NaN	AS1_24|SB1_0|S1_4|ASSB1_0|AS2_10|SB2_10|S2_7|ASSB2_0|AS3_9|SB3_1|S3_3|ASSB3_0|AS4_6|SB4_1|S4_8|ASSB4_0|AS5_0|SB5_1|S5_20|ASSB5_0|AS6_2|SB6_3|S6_5|ASSB6_0|AS7_1|SB7_4|S7_8|ASSB7_0|AS8_1|SB8_4|S8_3|ASSB8_0	AB1_1|AB2_2|AB3_0|AB4_1|AB5_7|AB6_2|AB7_1|AB8_1	-
ENSG00000133812.15	SBF2	11:9816985-9832264	-	ES	141	True	True	protein_coding	all_splice_sites_known_(4_ss)	40,141,41	9817024,9829356,9829496,9832224	regular	0	False	bcc_135201|Cycle_38140	40,41	9817024,9832224	psi1+2:NaN,psi3+4:0.97,psi5+6:NaN,psi7+8:NaN	AS1_64|SB1_41|S1_55|ASSB1_0|AS2_96|SB2_72|S2_94|ASSB2_0|AS3_43|SB3_77|S3_51|ASSB3_0|AS4_86|SB4_72|S4_88|ASSB4_0|AS5_72|SB5_65|S5_107|ASSB5_0|AS6_94|SB6_61|S6_168|ASSB6_0|AS7_75|SB7_81|S7_77|ASSB7_0|AS8_88|SB8_131|S8_217|ASSB8_0	AB1_0|AB2_1|AB3_0|AB4_5|AB5_0|AB6_1|AB7_3|AB8_1	-
ENSG00000111653.19	ING4	12:6653356-6663105	-	ES	72	True	True	protein_coding	all_splice_sites_known_(4_ss)	41,72,41	6653396,6656727,6656798,6663065	regular	0	False	bcc_135201|Cycle_487482	41,41	6653396,6663065	psi1+2:0.95,psi3+4:0.97,psi5+6:0.96,psi7+8:0.95	AS1_1|SB1_1|S1_0|ASSB1_0|AS2_262|SB2_1102|S2_7|ASSB2_0|AS3_0|SB3_4|S3_1|ASSB3_0|AS4_139|SB4_1659|S4_4|ASSB4_0|AS5_336|SB5_7|S5_1|ASSB5_0|AS6_225|SB6_1116|S6_7|ASSB6_0|AS7_368|SB7_5|S7_1|ASSB7_0|AS8_140|SB8_571|S8_5|ASSB8_0	AB1_0|AB2_40|AB3_0|AB4_33|AB5_0|AB6_37|AB7_0|AB8_33	-
ENSG00000112584.13	FAM120B	6:170323219-170358264	+	ES	102	True	True	protein_coding	all_splice_sites_known_(4_ss)	41,102,39	170323259,170330449,170330550,170358226	regular	0	False	bcc_135201|Cycle_134678	41,39	170323259,170358226	psi1+2:0.96,psi3+4:NaN,psi5+6:NaN,psi7+8:NaN	AS1_11|SB1_115|S1_76|ASSB1_0|AS2_3|SB2_63|S2_23|ASSB2_0|AS3_6|SB3_130|S3_44|ASSB3_0|AS4_5|SB4_60|S4_20|ASSB4_0|AS5_6|SB5_124|S5_59|ASSB5_0|AS6_5|SB6_80|S6_37|ASSB6_0|AS7_16|SB7_156|S7_64|ASSB7_0|AS8_9|SB8_94|S8_42|ASSB8_0	AB1_0|AB2_6|AB3_0|AB4_0|AB5_2|AB6_2|AB7_2|AB8_0	-
ENSG00000152556.16	PFKM	12:48134998-48137761	+	ES	93	True	True	protein_coding	all_splice_sites_known_(4_ss)	41,93,41	48135038,48135291,48135383,48137721	regular	0	False	bcc_135201|Cycle_57132	41,41	48135038,48137721	psi1+2:0.69,psi3+4:0.65,psi5+6:0.7,psi7+8:0.65	AS1_248|SB1_369|S1_87|ASSB1_0|AS2_289|SB2_278|S2_193|ASSB2_0|AS3_163|SB3_352|S3_68|ASSB3_0|AS4_225|SB4_204|S4_106|ASSB4_0|AS5_170|SB5_153|S5_60|ASSB5_0|AS6_162|SB6_102|S6_65|ASSB6_0|AS7_180|SB7_123|S7_77|ASSB7_0|AS8_120|SB8_143|S8_70|ASSB8_0	AB1_162|AB2_167|AB3_157|AB4_137|AB5_98|AB6_54|AB7_129|AB8_62	-
ENSG00000006576.16	PHTF2	7:77922738-77937748	+	ES	220	False	True	protein_coding	all_splice_sites_known_(4_ss)	41,219,39	77922778,77929109,77929327,77937710	regular	0	False	bcc_77194|Cycle_1	41,39	77922778,77937710	psi1+2:0.96,psi3+4:0.97,psi5+6:0.97,psi7+8:0.97	AS1_221|SB1_40|S1_261|ASSB1_0|AS2_121|SB2_64|S2_221|ASSB2_0|AS3_180|SB3_35|S3_263|ASSB3_0|AS4_152|SB4_74|S4_169|ASSB4_0|AS5_169|SB5_32|S5_193|ASSB5_0|AS6_77|SB6_32|S6_252|ASSB6_0|AS7_116|SB7_23|S7_202|ASSB7_0|AS8_77|SB8_21|S8_217|ASSB8_0	AB1_4|AB2_8|AB3_6|AB4_2|AB5_8|AB6_0|AB7_2|AB8_3	-
ENSG00000068885.14	IFT80	3:160268496-160277346	-	ES	48	True	False	protein_coding	3_ss_annotated_(over_4_ss):160268536,160274530,160277306	41,48,41	160268536,160274530,160274577,160277306	regular	0	False	bcc_23475|Cycle_1	41,41	160268536,160277306	psi1+2:NaN,psi3+4:NaN,psi5+6:NaN,psi7+8:0.05	AS1_1|SB1_1|S1_0|ASSB1_0|AS2_0|SB2_0|S2_0|ASSB2_0|AS3_2|SB3_0|S3_0|ASSB3_0|AS4_2|SB4_2|S4_0|ASSB4_0|AS5_2|SB5_2|S5_0|ASSB5_0|AS6_2|SB6_0|S6_0|ASSB6_0|AS7_4|SB7_3|S7_0|ASSB7_2|AS8_1|SB8_3|S8_0|ASSB8_0	AB1_41|AB2_74|AB3_39|AB4_58|AB5_64|AB6_87|AB7_59|AB8_65	-
ENSG00000154589.6	LY96	8:73991514-74010041	+	ES	90	True	True	protein_coding	all_splice_sites_known_(4_ss)	41,90,41	73991554,74004796,74004885,74010001	regular	0	False	bcc_175173|Cycle_0	41,41	73991554,74010001	psi1+2:NaN,psi3+4:NaN,psi5+6:0.87,psi7+8:NaN	AS1_14|SB1_6|S1_9|ASSB1_0|AS2_5|SB2_2|S2_1|ASSB2_0|AS3_21|SB3_0|S3_6|ASSB3_0|AS4_4|SB4_9|S4_0|ASSB4_0|AS5_11|SB5_36|S5_1|ASSB5_0|AS6_5|SB6_11|S6_0|ASSB6_0|AS7_3|SB7_17|S7_3|ASSB7_0|AS8_4|SB8_4|S8_2|ASSB8_0	AB1_3|AB2_0|AB3_0|AB4_0|AB5_3|AB6_2|AB7_0|AB8_0	-
ENSG00000255717.6	SNHG1	11:62854514-62855173	-	ES	51	True	False	processed_transcript	all_splice_sites_known_(4_ss)	38,51,41	62854551,62854888,62854938,62855133	regular	0	False	bcc_144312|Cycle_6	38,41	62854551,62855133	psi1+2:0.94,psi3+4:NaN,psi5+6:NaN,psi7+8:0.96	AS1_22|SB1_21|S1_0|ASSB1_7|AS2_132|SB2_140|S2_0|ASSB2_69|AS3_33|SB3_31|S3_0|ASSB3_13|AS4_140|SB4_136|S4_0|ASSB4_55|AS5_163|SB5_251|S5_0|ASSB5_129|AS6_58|SB6_54|S6_0|ASSB6_27|AS7_245|SB7_171|S7_0|ASSB7_118|AS8_58|SB8_40|S8_0|ASSB8_17	AB1_3|AB2_6|AB3_1|AB4_1|AB5_2|AB6_0|AB7_6|AB8_4	-
